company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C068,The Coca-Cola Company,https://coca-colacompany.com,Food & Beverage,Concentrated soft drinks and beverages,United States,Atlanta,Georgia,10101-20000,47000M,1892,Public,Consumers; retailers; bottling partners worldwide,Beverage concentrate and syrup manufacturing and sales,Product sales + concentrate sales + licensing revenue,Global,Soft drinks (Coca-Cola); juice; water; sports drinks (Powerade); energy drinks; ready-to-drink tea and coffee,Stale,Positive,ERP; SAP; AWS; supply chain systems; data analytics; bottling partnerships,https://www.linkedin.com/company/the-coca-cola-company,Largest beverage company in the world with $47B revenue and 200+ brands including Coca-Cola; Sprite; Fanta; Dasani; Powerade; and Costa Coffee,High
C069,Starbucks Corporation,https://starbucks.com,Food & Beverage,Specialty coffee and food retail,United States,Seattle,Washington,10101-20000,36000M,1971,Public,Consumers; businesses,Specialty retail + licensed stores + CPG,Product sales + licensed store revenue + CPG sales,Global,Specialty coffee; handcrafted beverages; food items; merchandise; ready-to-drink CPG products,Growing,Positive,ERP; AWS; data analytics; mobile app; loyalty program (Starbucks Rewards); supply chain,https://www.linkedin.com/company/starbucks,"Global leader in specialty coffee with $36B revenue; 10,100+ employees; 38,000+ stores worldwide; and the Starbucks Rewards loyalty program",High
C070,Pfizer Inc,https://pfizer.com,Pharmaceuticals,Research-based pharmaceuticals,United States,New York,New York,10101-20000,64000M,1849,Public,Patients; healthcare providers; governments; insurers worldwide,Pharmaceuticals research; development; manufacturing; and sales,Product sales + licensing revenue,Global,Prescription medicines; vaccines; consumer healthcare; biologics; oncology; internal medicine; vaccines and immunizations,Stale,Neutral,ERP; SAP; AWS; data analytics; clinical trial systems; manufacturing,https://www.linkedin.com/company/pfizer,Research-based pharmaceutical leader with $64B revenue developing and manufacturing prescription medicines; vaccines; and consumer healthcare products globally,High
C071,Johnson & Johnson,https://jnj.com,Pharmaceuticals + MedTech,Pharmaceuticals and medical devices,United States,New Brunswick,New Jersey,10101-20000,94000M,1886,Public,Patients; healthcare providers; hospitals; pharmacies worldwide,Pharmaceuticals + medical devices + consumer health,Product sales + licensing revenue,Global,Prescription medicines; medical devices; surgical equipment; diagnostics; orthopedics; consumer health (Kenvue spun off),Growing,Positive,ERP; SAP; AWS; data analytics; clinical trial systems; manufacturing; medical device R&D,https://www.linkedin.com/company/johnson-and-johnson,Life sciences leader with $94B revenue across pharmaceuticals and medical devices serving patients in over 175 countries,High
C072,Merck & Co (Merck Sharp & Dohme),https://merck.com,Pharmaceuticals,Research-based pharmaceuticals,United States,Rahway,New Jersey,10101-20000,64000M,1891,Public,Patients; healthcare providers; pharmacies worldwide,Pharmaceuticals research; development; manufacturing; and sales,Product sales + licensing revenue,Global,Prescription medicines; vaccines; biologics; oncology; infectious disease; vaccines; animal health,Stale,Neutral,ERP; SAP; AWS; data analytics; clinical trial systems; manufacturing,https://www.linkedin.com/company/merck-sharp-and-dhome,Research-based pharmaceutical company with $64B revenue developing innovative medicines and vaccines including Keytruda; Gardasil; and Januvia globally,High
C073,Abbott Laboratories,https://abbott.com,Pharmaceuticals + Medical Devices,Medical devices; diagnostics; pharmaceuticals; nutrition,United States,Abbott Park,Illinois,10101-20000,51000M,1888,Public,Patients; healthcare providers; hospitals; laboratories; consumers worldwide,Medical devices + diagnostics + pharmaceuticals + nutrition,Product sales + licensing revenue,Global,Medical devices (cardiovascular; neuromodulation; diabetes); diagnostics; nutritional products; established pharmaceuticals,Growing,Positive,ERP; SAP; AWS; data analytics; clinical trial systems; manufacturing; medical device R&D,https://www.linkedin.com/company/abbott-laboratories,Global healthcare leader with $51B revenue across medical devices; diagnostics; nutrition; and pharmaceuticals including FreeStyle Libre CGM; structural heart devices; and diagnostics tests,High
C074,Microsoft Corporation,https://microsoft.com,Technology,Software; cloud services; hardware and devices,United States,Redmond,Washington,10101-20000,250000M,1975,Public,Consumers; enterprises; developers; governments worldwide,Software + cloud services + hardware + gaming,Software licensing + cloud services (Azure) + hardware sales + subscription revenue + advertising,Global,Windows OS; Office 365; Azure cloud; LinkedIn; Xbox; Surface devices; AI (Copilot); enterprise software,Growing,Positive,Java; .NET; React; AWS; Azure; data analytics; AI; cloud infrastructure; enterprise software,https://www.linkedin.com/company/microsoft,Largest software company in the world with $250B revenue across Windows; Office 365; Azure cloud; LinkedIn; Xbox; Surface; and AI Copilot products,High
C075,Apple Inc,https://apple.com,Technology,Consumer electronics; software; and services,United States,Cupertino,California,10101-20000,390000M,1976,Public,Consumers; businesses; developers; governments worldwide,Consumer electronics + software + services,Product sales + services revenue (App Store; iCloud; Apple Music; etc.); subscription revenue,Global,iPhone; Mac; iPad; Apple Watch; Apple TV; AirPods; iOS; macOS; App Store; Apple Music; iCloud; Apple Pay; services,Growing,Positive,Java; C; C++; Swift; React; AWS; data analytics; hardware design; supply chain; services infrastructure,https://www.linkedin.com/company/apple,Largest company by market capitalization with $390B revenue across iPhone; Mac; iPad; Apple Watch; AirPods; and services including the App Store; Apple Music; iCloud; and Apple Pay,High
C076,State Farm Insurance,https://statefarm.com,Insurance,Property and casualty insurance,United States, Bloomington, Illinois,10101-20000,150000M,1922,Private,Individual consumers; businesses; auto and home insurance customers,Insurance,Insurance premiums; investment income,North America; Europe; Asia Pacific; Latin America,Property; casualty; auto; life; health; reinsurance,Growing,Positive,Java; AWS; data analytics; claims systems,https://www.linkedin.com/company/state-farm,"The largest property and casualty insurance company in the U.S. with $150B+ revenue; 10,100+ employees; and approximately $1.9 trillion in assets",High
C077,Progressive Group,https://progressive.com,Insurance,Casualty insurance and financial services,United States,Mayfield Village,Ohio,10101-20000,126000M,1937,Public,Individual consumers; businesses; auto and home insurance customers,Insurance,Insurance premiums; investment income,North America; Canada; Europe; Latin America,Property; casualty; auto; home; motorcycle; boat; RV; commercial auto,Growing,Positive,Java; AWS; data analytics; web platforms; claims systems,https://www.linkedin.com/company/progressive-group,"Second-largest U.S. auto insurer by market share with $126B+ revenue; 10,100+ employees; and 26.8M policies in force",High
C078,Allstate Insurance,https://allstate.com,Insurance,Property and casualty insurance and financial services,United States, Northbrook, Illinois,10101-20000,57000M,1931,Public,Individual consumers; businesses; auto and home insurance customers,Insurance,Insurance premiums; investment income,North America; Europe; Latin America,Property; casualty; auto; home; life; retirement; investment products,Growing,Positive,Java; AWS; data analytics; mobile apps; claims systems,https://www.linkedin.com/company/allstate,"Leading U.S. personal lines insurer with $57B+ revenue; 10,100+ employees; and 17.8M direct auto customers",High
C079,MetLife Inc,https://metlife.com,Insurance,Life and health insurance and employee benefits,United States,New York,New York,10101-20000,76000M,1868,Public,Individuals; employers; institutions; governments worldwide,Life and health insurance,Insurance premiums; investment income; fees,North America; Europe; Asia Pacific; Latin America; Middle East; Africa,Life insurance; annuities; employee benefits; dental; group health,Growing,Positive,Java; AWS; data analytics; actuarial systems; policy administration,https://www.linkedin.com/company/metlife,"One of the world's largest life insurers with $76B+ revenue; 10,100+ employees; and a #1 or #2 market position in over 60 countries",High
C080,Prudential Financial Inc,https://prudential.com,Insurance,Life insurance and retirement solutions,United States,Newark,New Jersey,10101-20000,70000M,1875,Public,Individuals; institutions; employers; retirees worldwide,Life and retirement insurance,Insurance premiums; investment income; fees,North America; Asia Pacific; Europe; Latin America,Life insurance; annuities; retirement planning; group insurance; mutual funds,Growing,Positive,Java; AWS; data analytics; actuarial systems; retirement platforms,https://www.linkedin.com/company/prudential-financial,"Leading U.S. life insurer and retirement services provider with $70B+ revenue; 10,100+ employees; and $1.5 trillion in assets",High
C081,Travelers Companies Inc,https://travelers.com,Insurance,Property and casualty insurance,United States,New York,New York,10101-20000,46000M,1853,Public,Individuals; businesses; commercial clients; governments,Insurance,Insurance premiums; investment income,North America; Europe; Latin America,Property; casualty; commercial; professional liability; executive; workers compensation,Growing,Positive,Java; AWS; data analytics; claims systems; web platforms,https://www.linkedin.com/company/travelers,"Leading U.S. property and casualty insurer with $46B+ revenue; 10,100+ employees; and 30,000+ independent agents",High
